Component A,Component B,Filepath
0.9105987389096383,0.042402324378520616,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-0.3%ETOH-300s 1 accumulations-2.txt
1.3839993400572708,0.05994331317525755,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-0.3%ETOH-300s 1 accumulations-3.txt
1.4630993342345606,0.19808184334900303,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-1%ETOH-100s 3 accumulations-1.txt
1.6535701047003453,0.2081949628057081,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-1%ETOH-100s 3 accumulations-2.txt
1.6226965083187914,0.2083182012152528,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-1%ETOH-100s 3 accumulations-3.txt
0.8660131384917262,0.5721135085199238,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-3%ETOH-100s 3 accumulations-1.txt
1.3309472479821345,0.6309037969687583,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-3%ETOH-100s 3 accumulations-2.txt
1.2173705420482823,0.6367949793392306,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-3%ETOH-100s 3 accumulations-3.txt
0.0,0.9844000670016786,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-10%ETOH-30s 10 accumulations-1.txt
0.0,1.0023974849343036,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-10%ETOH-30s 10 accumulations-2.txt
0.013640905756647611,1.0028351925327388,C:/Users/1alex/OneDrive/Documents/Y5 Work/Project/Code/Raman-Processing-main/EthanolData/60water lens 10 3 1 0.3 0.1 0.03 0.01 60slit 300s 5um below/60water lens-60slit-10%ETOH-30s 10 accumulations-3.txt
